GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS630093381	2021-03-24 13:07:12.862393	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		14		43069H8SW	Brunswick Town Commons North	L7556659	P	43.8926144	-69.9554053	2018-06-11	07:35:00	obsr222363	S46474802	Traveling	P22	EBIRD_ATL_ME	220	2.816		1	1		0	1	0		Maine Bird Atlas survey of Brunswick Town Commons North - bordered on the north by Bowdoin College playing fields, on the south by Town Commons parking area, on the east by Harpswell Road (Rt. 123), on the west by housing developments.  Survey site includes mature mixed forest, ponds (including Coffin's Ice Pond) and streams (including Mere Brook, which empties from Coffin's Ice Pond and flows across Harpswell Road to Brunswick Landing).	Heard in white pines on Bowdoin College property.  Looked for nest, but could not find one.	
URN:CornellLabOfOrnithology:EBIRD:OBS641262842	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Scarborough Marsh--Pelreco Building	L448190	H	43.5435712	-70.3495789	2018-07-20	08:01:00	obsr193047	S47307849	Traveling	P22	EBIRD	41	0.661		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS636033883	2021-02-19 18:10:33.977312	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Gilsland Farm Audubon Center	L251783	H	43.7066997	-70.2417581	2018-07-01	08:33:00	obsr131135	S46914991	Traveling	P22	EBIRD	44	0.805		2	1	G6311030	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS637488015	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Gilsland Farm Audubon Center	L251783	H	43.7066997	-70.2417581	2018-07-06	09:15:00	obsr399437	S47022242	Traveling	P22	EBIRD	35	1.207		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS639453622	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh--Eastern Rd.	L448189	H	43.5649691	-70.3639502	2018-07-13	09:35:00	obsr350200	S47171796	Traveling	P22	EBIRD	150	2.897		2	1	G3340316	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS641296795	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005					Scarborough Marsh--Pine Point	L353732	H	43.5445303	-70.3331662	2018-07-20	10:52:00	obsr333476	S47310359	Stationary	P21	EBIRD	31			1	1		0	1	0		74f and 4mph....tide is going out low tide is .5 hours away from the end of this list--Stood and scanned the ferry beach and nonsuch		
URN:CornellLabOfOrnithology:EBIRD:OBS640241427	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh	L192298	H	43.5614567	-70.3611791	2018-07-16	07:47:00	obsr640582	S47230782	Traveling	P22	EBIRD	180	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1078307145	2021-02-19 18:10:33.977312	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Gilsland Farm Audubon Center	L251783	H	43.7066997	-70.2417581	2018-07-01	08:33:00	obsr1098760	S81962589	Traveling	P22	EBIRD	44	0.805		2	1	G6311030	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS637495489	2018-07-09 16:50:01	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Tidewater Farm, Falmouth	L1044095	H	43.7204664	-70.2432775	2018-07-06	10:05:00	obsr399437	S47022708	Stationary	P21	EBIRD	15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS647500142	2018-08-11 11:36:58	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				6					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh--Eastern Rd.	L448189	H	43.5649691	-70.3639502	2018-07-16	13:43:00	obsr252939	S47781015	Traveling	P22	EBIRD	107	1.770		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS637590287	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Scarborough River Wildlife Sanctuary	L1161895	H	43.5551886	-70.3607315	2018-07-06	06:47:00	obsr131135	S47030133	Traveling	P22	EBIRD	120	4.828		1	1	G6311045	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS637047639	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		30		43070F2CE	Long Island	L3853553	H	43.6859980	-70.1586485	2018-07-04	12:23:00	obsr333476	S46988117	Traveling	P22	EBIRD_ATL_ME	133	6.734		1	1		0	1	0		88f and some wind--I walked from Eastern Ave to the big pond, though the conservation area and back around to Eastern Ave		
URN:CornellLabOfOrnithology:EBIRD:OBS637969688	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005					Pine Point Beach--Jetty	L761341	H	43.5404355	-70.3284806	2018-07-07	10:32:00	obsr294927	S47059187	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS647488279	2018-08-17 14:18:00	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh--Eastern Rd.	L448189	H	43.5649691	-70.3639502	2018-07-17	08:13:00	obsr252939	S47780155	Traveling	P22	EBIRD	149	1.931		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1078308396	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Scarborough River Wildlife Sanctuary	L1161895	H	43.5551886	-70.3607315	2018-07-06	06:47:00	obsr1098760	S81962662	Traveling	P22	EBIRD	120	4.828		1	1	G6311045	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS638430224	2018-07-09 13:08:38	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Scarborough Hannaford	L7688983	P	43.5932531	-70.3305069	2018-07-09	12:15:00	obsr59133	S47092592	Incidental	P20	EBIRD				2	0		0	1	0			Calling bird (not juvenile AMCR)	
URN:CornellLabOfOrnithology:EBIRD:OBS642669602	2021-03-24 13:07:12.862393	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		14		43069H8SE	Mid Coast Hospital Campus	L3162140	P	43.9059100	-69.8912600	2018-07-11	07:55:00	obsr1132210	S47419532	Traveling	P22	EBIRD_ATL_ME	29	0.483		1	1	G3361214	0	1	0			identified by voice	
URN:CornellLabOfOrnithology:EBIRD:OBS638895918	2021-03-24 13:07:12.862393	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		14		43069H8SE	Mid Coast Hospital Campus	L3162140	P	43.9059100	-69.8912600	2018-07-11	07:55:00	obsr140698	S47128992	Traveling	P22	EBIRD_ATL_ME	29	0.483		1	1	G3361214	0	1	0		Partly cloudy, light breeze, 64°F.	identified by voice	
URN:CornellLabOfOrnithology:EBIRD:OBS639485917	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh--Eastern Rd.	L448189	H	43.5649691	-70.3639502	2018-07-13	09:35:00	obsr404122	S47174418	Traveling	P22	EBIRD	150	2.897		2	1	G3340316	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS640020912	2022-07-02 17:12:15.495683	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			1000 Shore Rd, Cape Elizabeth US-ME (43.6224,-70.2098)	L7713488	P	43.6224160	-70.2097840	2018-07-15	14:30:00	obsr640582	S47213842	Traveling	P22	EBIRD	45	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS636658750	2018-07-03 09:23:19	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Brunswick Hannaford	L7661403	P	43.9126484	-69.9653505	2018-07-02	16:37:00	obsr304838	S46958821	Incidental	P20	EBIRD				1	0		0	1	0			Small crow giving its nasally call repeatedly.	
URN:CornellLabOfOrnithology:EBIRD:OBS646570134	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005					Scarborough Marsh--Pine Point	L353732	H	43.5445303	-70.3331662	2018-08-06	08:27:00	obsr102367	S47710783	Traveling	P22	EBIRD	88	0.557		2	1	G3386607	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS646776445	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005					Scarborough Marsh--Pine Point	L353732	H	43.5445303	-70.3331662	2018-08-03	12:00:00	obsr123480	S47726452	Traveling	P22	EBIRD	45	0.161		4	1	G3388525	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS645378781	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005					Scarborough Marsh--Pine Point	L353732	H	43.5445303	-70.3331662	2018-08-03	12:00:00	obsr99398	S47626202	Traveling	P22	EBIRD	45	0.161		4	1	G3388525	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS648903600	2018-08-16 19:04:03	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Allagash Brewing Co.	L2982099	P	43.7028857	-70.3175318	2018-08-16	18:50:00	obsr489493	S47890881	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS645097802	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3378	14			Brunswick Landing	L1356939	H	43.8939155	-69.9295020	2018-08-02	11:46:00	obsr140698	S47604525	Traveling	P22	EBIRD_ME	17	2.993		1	1		0	1	0		Partly cloudy, breezy  humid, 85°F.		
URN:CornellLabOfOrnithology:EBIRD:OBS651231923	2018-08-25 16:05:10	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh--Dunstan Landing	L464994	H	43.5657154	-70.3792763	2018-08-14	07:30:00	obsr181250	S48065961	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS645396985	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005					Scarborough Marsh--Pine Point	L353732	H	43.5445303	-70.3331662	2018-08-03	16:05:00	obsr209179	S47627767	Traveling	P22	EBIRD	54	0.507		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS647267606	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005					Scarborough Marsh--Pine Point	L353732	H	43.5445303	-70.3331662	2018-08-10	13:11:00	obsr102367	S47764042	Traveling	P22	EBIRD	70	0.161		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS646467139	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005					Scarborough Marsh--Pine Point	L353732	H	43.5445303	-70.3331662	2018-08-06	08:27:00	obsr427651	S47703096	Traveling	P22	EBIRD	88	0.557		2	1	G3386607	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS647024404	2018-08-09 14:15:41	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005					Scarborough Marsh--Pine Point	L353732	H	43.5445303	-70.3331662	2018-08-09	13:12:00	obsr542641	S47745419	Stationary	P21	EBIRD	40			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS647583516	2018-08-11 15:48:04	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			2 Hannaford Dr, Scarborough US-ME (43.5924,-70.3316)	L7811730	P	43.5923670	-70.3315580	2018-08-11	15:43:00	obsr58265	S47786641	Traveling	P22	EBIRD	4	1.148		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS646487110	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Scarborough River Wildlife Sanctuary	L1161895	H	43.5551886	-70.3607315	2018-08-05	08:30:00	obsr340623	S47704676	Traveling	P22	EBIRD	60	3.219		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS647024873	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			82 King St, Scarborough US-ME (43,5442,-70,3351)	L7804509	P	43.5441910	-70.3350580	2018-08-09	13:15:00	obsr514917	S47745459	Traveling	P22	EBIRD	60	0.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS650697671	2018-08-23 16:12:47	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Five Guys	L7853694	P	43.9070340	-69.9195059	2018-08-23	12:45:00	obsr134364	S48027381	Incidental	P20	EBIRD				1	0		0	1	0		Leaving the premises after a burger.  Nice sunny dry day; lite breeze	on wire calling; over the picnic tables out front.  Able to video for vocalization, but bad traffic noise in background.  Will upload to flickr account.	
URN:CornellLabOfOrnithology:EBIRD:OBS645672764	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh	L192298	H	43.5614567	-70.3611791	2018-08-04	09:00:00	obsr313610	S47647279	Traveling	P22	EBIRD_NH	360	6.437		2	1	G3381651	0	1	0			At intersection of rt 1	
URN:CornellLabOfOrnithology:EBIRD:OBS645155972	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Pine Point--Jones Creek	L687201	H	43.5446599	-70.3408241	2018-08-02	10:00:00	obsr843898	S47608891	Traveling	P22	EBIRD	90	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS651108215	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005					Scarborough Marsh--Pine Point	L353732	H	43.5445303	-70.3331662	2018-08-03	11:35:00	obsr489493	S48057879	Traveling	P22	EBIRD	43	0.483		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS648716686	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				5					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Portland Head Light	L754513	H	43.6229200	-70.2087736	2018-08-15	16:05:00	obsr53349	S47871601	Traveling	P22	EBIRD	120	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS649543079	2021-03-30 05:52:31.723128	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Clark's Pond Trail, South Portland	L1246474	H	43.6305541	-70.3221291	2018-08-19	07:15:00	obsr204638	S47938707	Traveling	P22	EBIRD	49	2.253		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS650729943	2018-08-23 18:45:58	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				6					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Windham Shopping District	L5216354	H	43.8389550	-70.4423180	2018-08-23	14:00:00	obsr605602	S48029912	Stationary	P21	EBIRD	5			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS644900064	2018-08-06 19:57:17	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005					Winslow Memorial Park	L289019	H	43.8018249	-70.1131247	2018-08-01	13:40:00	obsr542641	S47588753	Traveling	P22	EBIRD	100	4.828		1	1		0	1	0			Very distinctive descending Nasal two note call I think of as Uh oh. Differed- from nasal juv American crow which is more slurred and ascending.	
URN:CornellLabOfOrnithology:EBIRD:OBS651259049	2018-08-25 17:35:22	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Wild Duck Campground	L7860252	P	43.5652179	-70.3824520	2018-08-20	08:00:00	obsr181250	S48067970	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS651239720	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Scarborough Marsh--Pelreco Building	L448190	H	43.5435712	-70.3495789	2018-08-15	08:15:00	obsr181250	S48066508	Stationary	P21	EBIRD	45			12	1		0	1	0		Maine Audubon walk, Noah Gibbs, leader		
URN:CornellLabOfOrnithology:EBIRD:OBS645396832	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				5					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh--Eastern Rd.	L448189	H	43.5649691	-70.3639502	2018-08-03	14:50:00	obsr980476	S47627750	Traveling	P22	EBIRD	118	5.571		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS645844283	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh	L192298	H	43.5614567	-70.3611791	2018-08-04	09:00:00	obsr335122	S47657161	Traveling	P22	EBIRD_NH	360	6.437		2	1	G3381651	0	1	0			At intersection of rt 1	
URN:CornellLabOfOrnithology:EBIRD:OBS647527486	2018-08-11 12:48:07	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Brunswick Hannafords	L3574118	P	43.9119456	-69.9653417	2018-08-11	12:44:00	obsr141921	S47782715	Stationary	P21	EBIRD	3			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS651679749	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Northgate Plaza	L5955556	P	43.7021954	-70.2880383	2018-08-26	10:05:00	obsr766103	S48096219	Stationary	P21	EBIRD	10			1	1		0	1	0		Running errand before work	very vocal, did not have camera in tow to get shots. Regular here at this time of year	
URN:CornellLabOfOrnithology:EBIRD:OBS647232738	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4					United States	US	Maine	US-ME	Cumberland	US-ME-005				43070E3CW	Scarborough Marsh--Pine Point	L353732	H	43.5445303	-70.3331662	2018-08-09	14:30:00	obsr347209	S47761498	Stationary	P21	EBIRD_ATL_ME	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS793189333	2019-08-09 14:33:29	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			770 Roosevelt Trl Windham ME United States	L9769175	P	43.8363320	-70.4417330	2018-09-03	16:36:00	obsr329203	S58860154	Incidental	P20	EBIRD				1	0		0	1	0		Generated by Big Year Birding		
URN:CornellLabOfOrnithology:EBIRD:OBS657842836	2018-09-16 19:46:10	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			US-ME-Portland-50 Industrial Way	L3134706	P	43.7031820	-70.3184500	2018-09-16	15:00:00	obsr109866	S48556427	Stationary	P21	EBIRD_ME	49			1	1		0	1	0			Calling from the road	
URN:CornellLabOfOrnithology:EBIRD:OBS793659207	2019-08-10 21:48:12	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			770 Roosevelt Trl Windham ME United States	L9769175	P	43.8363320	-70.4417330	2018-09-03	16:36:00	obsr329203	S58898098	Incidental	P20	EBIRD				1	0		0	1	0		Generated by Big Year Birding		
URN:CornellLabOfOrnithology:EBIRD:OBS654366947	2019-07-09 15:42:24	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Long Island	L3853553	H	43.6859980	-70.1586485	2018-09-05	07:00:00	obsr995427	S48305418	Stationary	P21	EBIRD_PNW	43			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS653104309	2018-09-01 09:59:37	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			BSI 3 Pleasant St, Brunswick US-ME (43.9142,-69.9659)	L7881130	P	43.9142060	-69.9658920	2018-09-01	09:59:00	obsr203382	S48210145	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS657316944	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Willard Beach	L241815	H	43.6432593	-70.2269073	2018-09-15	09:29:00	obsr333476	S48519522	Traveling	P22	EBIRD	134	0.402		1	0		0	1	0		Fog in and out. List of birds noted while tide pooling and doing geological lessons.		
URN:CornellLabOfOrnithology:EBIRD:OBS654175662	2019-07-09 15:42:24	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Long Island	L3853553	H	43.6859980	-70.1586485	2018-09-04	11:54:00	obsr995427	S48289522	Stationary	P21	EBIRD_PNW	13			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS655112214	2019-07-09 15:42:24	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Long Island	L3853553	H	43.6859980	-70.1586485	2018-09-08	07:36:00	obsr995427	S48361178	Traveling	P22	EBIRD_PNW	19	0.249		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS657054586	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Brunswick Town Center	L3501236	H	43.9130500	-69.9637800	2018-09-14	12:43:00	obsr58265	S48500102	Stationary	P21	EBIRD	5			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS653581355	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Long Island	L3853553	H	43.6859980	-70.1586485	2018-09-02	13:30:00	obsr333476	S48246318	Traveling	P22	EBIRD	114	6.695		1	1		0	1	0		76f and 8mph-Lots of sun--Northeastern side of island to the big pond and back along mainland side		
URN:CornellLabOfOrnithology:EBIRD:OBS653285387	2018-09-03 20:23:12	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				6					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Brunswick Station / Hannaford's	L2073976	P	43.9116287	-69.9654436	2018-09-01	06:45:00	obsr222363	S48224572	Stationary	P21	EBIRD_ME	15			3	1	G3433898	0	1	1		Merrymeeting Audubon Field Trip.  Observations while waiting for start of field trip.	Vocal birds around Hannaford parking lot.  Usual location for this species.	
URN:CornellLabOfOrnithology:EBIRD:OBS655698189	2018-09-09 21:05:35	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				18					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Brunswick Station / Hannaford's	L2073976	P	43.9116287	-69.9654436	2018-09-09	07:15:00	obsr227244	S48401775	Stationary	P21	EBIRD_ME	15			4	1	G3448175	0	1	1		Merrymeeting Audubon Field Trip.  Waiting in Hannaford parking lot for field trip to begin.	Amazing large group foraging in parking lot area.  Noted diagnostic nasal "car" notes from several individuals.  Counted as best we could, but possibly more than 18 in the area.  No American Crows evident.	
URN:CornellLabOfOrnithology:EBIRD:OBS655672919	2018-09-09 21:05:35	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				18					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Brunswick Station / Hannaford's	L2073976	P	43.9116287	-69.9654436	2018-09-09	07:15:00	obsr222363	S48400076	Stationary	P21	EBIRD_ME	15			4	1	G3448175	0	1	1		Merrymeeting Audubon Field Trip.  Waiting in Hannaford parking lot for field trip to begin.	Amazing large group foraging in parking lot area.  Noted diagnostic nasal "car" notes from several individuals.  Counted as best we could, but possibly more than 18 in the area.  No American Crows evident.	
